District_Name,Crop_Year,Season,Crop,Area,Production,Actual_Rainfall,pH_min,pH_max,pH_min_Range,pH_max_Range
BEED,2009,Rabi,Maize,4300.0,4500.0,193.20000000000002,7.0,7.5,5.8,6.8
BEED,2009,Rabi,Rapeseed &Mustard,700.0,200.0,193.20000000000002,7.0,7.5,,
BEED,2009,Rabi,Safflower,7600.0,3900.0,193.20000000000002,7.0,7.5,,
BEED,2009,Rabi,Sunflower,5000.0,3000.0,193.20000000000002,7.0,7.5,6.0,7.5
BEED,2009,Rabi,Wheat,67000.0,91900.0,193.20000000000002,7.0,7.5,5.5,6.5
BEED,2010,Kharif,Arhar/Tur,62400.0,34100.0,892.7,7.0,7.5,,
BEED,2010,Kharif,Bajra,122500.0,112800.0,892.7,7.0,7.5,6.0,7.0
BEED,2010,Kharif,Castor seed,900.0,400.0,892.7,7.0,7.5,,
BEED,2010,Kharif,Cotton,276800.0,422200.0,892.7,7.0,7.5,5.8,8.0
BEED,2010,Kharif,Groundnut,4900.0,3000.0,892.7,7.0,7.5,5.5,7.0
BEED,2010,Kharif,Jowar,33600.0,43600.0,892.7,7.0,7.5,6.0,7.5
BEED,2010,Kharif,Maize,5400.0,8400.0,892.7,7.0,7.5,5.8,6.8
BEED,2010,Kharif,Moong(Green Gram),11300.0,8400.0,892.7,7.0,7.5,,
BEED,2010,Kharif,Niger seed,800.0,200.0,892.7,7.0,7.5,,
BEED,2010,Kharif,Rice,800.0,300.0,892.7,7.0,7.5,5.5,7.0
BEED,2010,Kharif,Sesamum,2400.0,600.0,892.7,7.0,7.5,,
BEED,2010,Kharif,Soyabean,70400.0,96600.0,892.7,7.0,7.5,,
BEED,2010,Kharif,Sugarcane,58800.0,3874900.0,892.7,7.0,7.5,5.0,8.5
BEED,2010,Kharif,Sunflower,3700.0,2200.0,892.7,7.0,7.5,6.0,7.5
BEED,2010,Kharif,Urad,13700.0,12000.0,892.7,7.0,7.5,,
BEED,2010,Rabi,Gram,57800.0,40600.0,132.0,7.0,7.5,,
BEED,2010,Rabi,Jowar,194400.0,140400.0,132.0,7.0,7.5,6.0,7.5
BEED,2010,Rabi,Linseed,1400.0,300.0,132.0,7.0,7.5,,
BEED,2010,Rabi,Maize,3300.0,4900.0,132.0,7.0,7.5,5.8,6.8
BEED,2010,Rabi,Rapeseed &Mustard,400.0,100.0,132.0,7.0,7.5,,
BEED,2010,Rabi,Safflower,6100.0,2500.0,132.0,7.0,7.5,,
BEED,2010,Rabi,Sunflower,3600.0,1600.0,132.0,7.0,7.5,6.0,7.5
BEED,2010,Rabi,Wheat,63600.0,82500.0,132.0,7.0,7.5,5.5,6.5
BHANDARA,2004,Kharif,Arhar/Tur,7200.0,4400.0,707.1999999999999,6.5,7.0,,
BHANDARA,2004,Kharif,Groundnut,100.0,100.0,707.1999999999999,6.5,7.0,5.5,7.0
BHANDARA,2004,Kharif,Maize,100.0,100.0,707.1999999999999,6.5,7.0,5.8,6.8
BHANDARA,2004,Kharif,Moong(Green Gram),400.0,200.0,707.1999999999999,6.5,7.0,,
BHANDARA,2004,Kharif,Rice,164100.0,119700.0,707.1999999999999,6.5,7.0,5.5,7.0
BHANDARA,2004,Kharif,Sesamum,800.0,100.0,707.1999999999999,6.5,7.0,,
BHANDARA,2004,Kharif,Urad,300.0,100.0,707.1999999999999,6.5,7.0,,
BHANDARA,2004,Rabi,Gram,2500.0,800.0,133.1,6.5,7.0,,
BHANDARA,2004,Rabi,Jowar,200.0,100.0,133.1,6.5,7.0,6.0,7.5
BHANDARA,2004,Rabi,Linseed,1600.0,200.0,133.1,6.5,7.0,,
BHANDARA,2004,Rabi,Other  Rabi pulses,9700.0,2100.0,133.1,6.5,7.0,,
BHANDARA,2004,Rabi,Rapeseed &Mustard,200.0,100.0,133.1,6.5,7.0,,
BHANDARA,2004,Rabi,Sesamum,100.0,0.0,133.1,6.5,7.0,,
BHANDARA,2004,Rabi,Soyabean,9500.0,8900.0,133.1,6.5,7.0,,
BHANDARA,2004,Rabi,Wheat,5800.0,4300.0,133.1,6.5,7.0,5.5,6.5
BHANDARA,2004,Summer,Groundnut,100.0,100.0,21.200000000000003,6.5,7.0,5.5,7.0
BHANDARA,2004,Summer,Rice,1800.0,4400.0,21.200000000000003,6.5,7.0,5.5,7.0
BHANDARA,2004,Whole Year,Sugarcane,1000.0,58500.0,781.7,6.5,7.0,5.0,8.5
BHANDARA,2005,Kharif,Arhar/Tur,7300.0,5700.0,1642.1000000000001,6.5,7.0,,
BHANDARA,2005,Kharif,Castor seed,100.0,300.0,1642.1000000000001,6.5,7.0,,
BHANDARA,2005,Kharif,Moong(Green Gram),300.0,100.0,1642.1000000000001,6.5,7.0,,
BHANDARA,2005,Kharif,Rice,168400.0,283700.0,1642.1000000000001,6.5,7.0,5.5,7.0
BHANDARA,2005,Kharif,Sesamum,700.0,100.0,1642.1000000000001,6.5,7.0,,
BHANDARA,2005,Kharif,Soyabean,8500.0,7600.0,1642.1000000000001,6.5,7.0,,
BHANDARA,2005,Kharif,Sugarcane,500.0,19000.0,1642.1000000000001,6.5,7.0,5.0,8.5
BHANDARA,2005,Kharif,Urad,200.0,100.0,1642.1000000000001,6.5,7.0,,
BHANDARA,2005,Rabi,Gram,5000.0,2400.0,160.2,6.5,7.0,,
BHANDARA,2005,Rabi,Linseed,3700.0,1100.0,160.2,6.5,7.0,,
BHANDARA,2005,Rabi,Rapeseed &Mustard,600.0,200.0,160.2,6.5,7.0,,
BHANDARA,2005,Rabi,Wheat,10300.0,9400.0,160.2,6.5,7.0,5.5,6.5
BHANDARA,2005,Summer,Groundnut,200.0,100.0,24.799999999999997,6.5,7.0,5.5,7.0
BHANDARA,2005,Summer,Rice,4600.0,6600.0,24.799999999999997,6.5,7.0,5.5,7.0
BHANDARA,2006,Kharif,Arhar/Tur,7900.0,4500.0,1232.0,6.5,7.0,,
BHANDARA,2006,Kharif,Groundnut,100.0,100.0,1232.0,6.5,7.0,5.5,7.0
BHANDARA,2006,Kharif,Maize,100.0,200.0,1232.0,6.5,7.0,5.8,6.8
BHANDARA,2006,Kharif,Moong(Green Gram),300.0,200.0,1232.0,6.5,7.0,,
BHANDARA,2006,Kharif,Rice,175800.0,255000.0,1232.0,6.5,7.0,5.5,7.0
BHANDARA,2006,Kharif,Sesamum,700.0,100.0,1232.0,6.5,7.0,,
BHANDARA,2006,Kharif,Soyabean,8600.0,7200.0,1232.0,6.5,7.0,,
BHANDARA,2006,Kharif,Urad,200.0,100.0,1232.0,6.5,7.0,,
BHANDARA,2006,Rabi,Gram,8300.0,5300.0,3.0,6.5,7.0,,
BHANDARA,2006,Rabi,Jowar,100.0,100.0,3.0,6.5,7.0,6.0,7.5
BHANDARA,2006,Rabi,Linseed,3800.0,1000.0,3.0,6.5,7.0,,
BHANDARA,2006,Rabi,Rapeseed &Mustard,200.0,100.0,3.0,6.5,7.0,,
BHANDARA,2006,Rabi,Sesamum,100.0,100.0,3.0,6.5,7.0,,
BHANDARA,2006,Rabi,Wheat,13200.0,12400.0,3.0,6.5,7.0,5.5,6.5
BHANDARA,2006,Summer,Groundnut,200.0,200.0,115.29999999999998,6.5,7.0,5.5,7.0
BHANDARA,2006,Summer,Rice,4600.0,8700.0,115.29999999999998,6.5,7.0,5.5,7.0
BHANDARA,2006,Summer,Sunflower,100.0,100.0,115.29999999999998,6.5,7.0,6.0,7.5
BHANDARA,2007,Kharif,Arhar/Tur,87.0,74.0,1009.3000000000001,6.5,7.0,,
BHANDARA,2007,Kharif,Maize,1.0,3.0,1009.3000000000001,6.5,7.0,5.8,6.8
BHANDARA,2007,Kharif,Moong(Green Gram),2.0,1.0,1009.3000000000001,6.5,7.0,,
BHANDARA,2007,Kharif,Rice,1769.0,3174.0,1009.3000000000001,6.5,7.0,5.5,7.0
BHANDARA,2007,Kharif,Sesamum,7.0,2.0,1009.3000000000001,6.5,7.0,,
BHANDARA,2007,Kharif,Soyabean,90.0,103.0,1009.3000000000001,6.5,7.0,,
BHANDARA,2007,Kharif,Urad,2.0,1.0,1009.3000000000001,6.5,7.0,,
BHANDARA,2007,Rabi,Gram,100.0,64.0,20.1,6.5,7.0,,
BHANDARA,2007,Rabi,Linseed,50.0,15.0,20.1,6.5,7.0,,
BHANDARA,2007,Rabi,Rapeseed &Mustard,3.0,2.0,20.1,6.5,7.0,,
BHANDARA,2007,Rabi,Sesamum,1.0,1.0,20.1,6.5,7.0,,
BHANDARA,2007,Summer,Groundnut,2.0,3.0,0.0,6.5,7.0,5.5,7.0
BHANDARA,2007,Summer,Sunflower,2.0,1.0,0.0,6.5,7.0,6.0,7.5
BHANDARA,2008,Kharif,Arhar/Tur,8100.0,4700.0,881.5,6.5,7.0,,
BHANDARA,2008,Kharif,Moong(Green Gram),200.0,100.0,881.5,6.5,7.0,,
BHANDARA,2008,Kharif,Rice,175100.0,126200.0,881.5,6.5,7.0,5.5,7.0
BHANDARA,2008,Kharif,Sesamum,400.0,100.0,881.5,6.5,7.0,,
BHANDARA,2008,Kharif,Soyabean,8400.0,10000.0,881.5,6.5,7.0,,
BHANDARA,2008,Kharif,Sugarcane,2500.0,114900.0,881.5,6.5,7.0,5.0,8.5
BHANDARA,2008,Kharif,Urad,100.0,100.0,881.5,6.5,7.0,,
BHANDARA,2008,Rabi,Gram,6000.0,3000.0,0.7,6.5,7.0,,
BHANDARA,2008,Rabi,Linseed,2700.0,800.0,0.7,6.5,7.0,,
BHANDARA,2008,Rabi,Rapeseed &Mustard,100.0,100.0,0.7,6.5,7.0,,
BHANDARA,2008,Rabi,Wheat,6700.0,5600.0,0.7,6.5,7.0,5.5,6.5
BHANDARA,2009,Kharif,Arhar/Tur,7700.0,5400.0,928.0000000000001,6.5,7.0,,
BHANDARA,2009,Kharif,Moong(Green Gram),200.0,200.0,928.0000000000001,6.5,7.0,,
BHANDARA,2009,Kharif,Rice,175200.0,174800.0,928.0000000000001,6.5,7.0,5.5,7.0
BHANDARA,2009,Kharif,Sesamum,300.0,100.0,928.0000000000001,6.5,7.0,,
BHANDARA,2009,Kharif,Soyabean,7900.0,6400.0,928.0000000000001,6.5,7.0,,
BHANDARA,2009,Kharif,Sugarcane,1200.0,54900.0,928.0000000000001,6.5,7.0,5.0,8.5
BHANDARA,2009,Kharif,Urad,100.0,100.0,928.0000000000001,6.5,7.0,,
BHANDARA,2009,Rabi,Gram,7600.0,4400.0,156.3,6.5,7.0,,
BHANDARA,2009,Rabi,Linseed,3700.0,1100.0,156.3,6.5,7.0,,
BHANDARA,2009,Rabi,Rapeseed &Mustard,200.0,100.0,156.3,6.5,7.0,,
BHANDARA,2009,Rabi,Sesamum,100.0,23.0,156.3,6.5,7.0,,
BHANDARA,2009,Rabi,Wheat,9600.0,10300.0,156.3,6.5,7.0,5.5,6.5
BHANDARA,2010,Kharif,Arhar/Tur,8800.0,8300.0,1425.6,6.5,7.0,,
BHANDARA,2010,Kharif,Moong(Green Gram),200.0,100.0,1425.6,6.5,7.0,,
BHANDARA,2010,Kharif,Rice,181500.0,258800.0,1425.6,6.5,7.0,5.5,7.0
BHANDARA,2010,Kharif,Sesamum,400.0,200.0,1425.6,6.5,7.0,,
BHANDARA,2010,Kharif,Soyabean,7000.0,12100.0,1425.6,6.5,7.0,,
BHANDARA,2010,Kharif,Sugarcane,1100.0,59600.0,1425.6,6.5,7.0,5.0,8.5
BHANDARA,2010,Kharif,Urad,100.0,100.0,1425.6,6.5,7.0,,
BHANDARA,2010,Rabi,Gram,8500.0,5800.0,112.1,6.5,7.0,,
BHANDARA,2010,Rabi,Linseed,4000.0,1400.0,112.1,6.5,7.0,,
BHANDARA,2010,Rabi,Rapeseed &Mustard,300.0,100.0,112.1,6.5,7.0,,
BHANDARA,2010,Rabi,Sesamum,100.0,29.0,112.1,6.5,7.0,,
BHANDARA,2010,Rabi,Wheat,11500.0,12500.0,112.1,6.5,7.0,5.5,6.5
CHANDRAPUR,2004,Kharif,Arhar/Tur,25400.0,7500.0,740.3999999999999,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2004,Kharif,Jowar,10700.0,10400.0,740.3999999999999,7.079699121027722,7.773588573360378,6.0,7.5
CHANDRAPUR,2004,Kharif,Moong(Green Gram),900.0,400.0,740.3999999999999,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2004,Kharif,Other Cereals & Millets,100.0,100.0,740.3999999999999,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2004,Kharif,Other Kharif pulses,1900.0,1300.0,740.3999999999999,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2004,Kharif,Rice,142500.0,107200.0,740.3999999999999,7.079699121027722,7.773588573360378,5.5,7.0
CHANDRAPUR,2004,Kharif,Sesamum,700.0,100.0,740.3999999999999,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2004,Kharif,Urad,500.0,200.0,740.3999999999999,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2004,Rabi,Gram,19300.0,7000.0,194.70000000000002,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2004,Rabi,Jowar,20400.0,6600.0,194.70000000000002,7.079699121027722,7.773588573360378,6.0,7.5
CHANDRAPUR,2004,Rabi,Linseed,20800.0,3500.0,194.70000000000002,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2004,Rabi,Other  Rabi pulses,13200.0,3200.0,194.70000000000002,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2004,Rabi,Rapeseed &Mustard,500.0,100.0,194.70000000000002,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2004,Rabi,Sesamum,100.0,0.0,194.70000000000002,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2004,Rabi,Soyabean,164600.0,161500.0,194.70000000000002,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2004,Rabi,Sunflower,200.0,100.0,194.70000000000002,7.079699121027722,7.773588573360378,6.0,7.5
CHANDRAPUR,2004,Rabi,Wheat,21300.0,12000.0,194.70000000000002,7.079699121027722,7.773588573360378,5.5,6.5
CHANDRAPUR,2004,Summer,Groundnut,100.0,100.0,31.5,7.079699121027722,7.773588573360378,5.5,7.0
CHANDRAPUR,2004,Summer,Rice,500.0,1100.0,31.5,7.079699121027722,7.773588573360378,5.5,7.0
CHANDRAPUR,2004,Whole Year,Cotton,49900.0,48400.0,836.0,7.079699121027722,7.773588573360378,5.8,8.0
CHANDRAPUR,2005,Kharif,Arhar/Tur,23400.0,9000.0,1401.6,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2005,Kharif,Castor seed,200.0,100.0,1401.6,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2005,Kharif,Cotton,48600.0,48800.0,1401.6,7.079699121027722,7.773588573360378,5.8,8.0
CHANDRAPUR,2005,Kharif,Moong(Green Gram),800.0,200.0,1401.6,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2005,Kharif,Rice,130500.0,206400.0,1401.6,7.079699121027722,7.773588573360378,5.5,7.0
CHANDRAPUR,2005,Kharif,Sesamum,600.0,100.0,1401.6,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2005,Kharif,Soyabean,161700.0,173700.0,1401.6,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2005,Kharif,Urad,300.0,100.0,1401.6,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2005,Rabi,Gram,22400.0,14100.0,185.6,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2005,Rabi,Linseed,23600.0,7800.0,185.6,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2005,Rabi,Rapeseed &Mustard,2400.0,800.0,185.6,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2005,Rabi,Sunflower,2800.0,1800.0,185.6,7.079699121027722,7.773588573360378,6.0,7.5
CHANDRAPUR,2005,Rabi,Wheat,29500.0,22100.0,185.6,7.079699121027722,7.773588573360378,5.5,6.5
CHANDRAPUR,2005,Summer,Groundnut,100.0,100.0,36.599999999999994,7.079699121027722,7.773588573360378,5.5,7.0
CHANDRAPUR,2005,Summer,Rice,3200.0,3500.0,36.599999999999994,7.079699121027722,7.773588573360378,5.5,7.0
CHANDRAPUR,2005,Summer,Sunflower,100.0,100.0,36.599999999999994,7.079699121027722,7.773588573360378,6.0,7.5
CHANDRAPUR,2006,Kharif,Arhar/Tur,23400.0,10500.0,1110.5,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2006,Kharif,Castor seed,300.0,100.0,1110.5,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2006,Kharif,Cotton,47400.0,86300.0,1110.5,7.079699121027722,7.773588573360378,5.8,8.0
CHANDRAPUR,2006,Kharif,Jowar,7700.0,10100.0,1110.5,7.079699121027722,7.773588573360378,6.0,7.5
CHANDRAPUR,2006,Kharif,Moong(Green Gram),700.0,600.0,1110.5,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2006,Kharif,Rice,136300.0,188700.0,1110.5,7.079699121027722,7.773588573360378,5.5,7.0
CHANDRAPUR,2006,Kharif,Sesamum,700.0,100.0,1110.5,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2006,Kharif,Soyabean,172500.0,211300.0,1110.5,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2006,Kharif,Urad,300.0,200.0,1110.5,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2006,Rabi,Gram,28600.0,14100.0,43.7,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2006,Rabi,Jowar,16300.0,7000.0,43.7,7.079699121027722,7.773588573360378,6.0,7.5
CHANDRAPUR,2006,Rabi,Linseed,28100.0,6900.0,43.7,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2006,Rabi,Rapeseed &Mustard,2500.0,1300.0,43.7,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2006,Rabi,Sesamum,100.0,100.0,43.7,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2006,Rabi,Sunflower,2300.0,1300.0,43.7,7.079699121027722,7.773588573360378,6.0,7.5
CHANDRAPUR,2006,Rabi,Wheat,34100.0,24900.0,43.7,7.079699121027722,7.773588573360378,5.5,6.5
CHANDRAPUR,2006,Summer,Groundnut,100.0,100.0,153.5,7.079699121027722,7.773588573360378,5.5,7.0
CHANDRAPUR,2006,Summer,Rice,2900.0,5000.0,153.5,7.079699121027722,7.773588573360378,5.5,7.0
CHANDRAPUR,2007,Kharif,Arhar/Tur,326.0,215.0,1406.1,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2007,Kharif,Castor seed,3.0,1.0,1406.1,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2007,Kharif,Cotton,500.0,1042.0,1406.1,7.079699121027722,7.773588573360378,5.8,8.0
CHANDRAPUR,2007,Kharif,Jowar,70.0,88.0,1406.1,7.079699121027722,7.773588573360378,6.0,7.5
CHANDRAPUR,2007,Kharif,Moong(Green Gram),7.0,3.0,1406.1,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2007,Kharif,Rice,1613.0,2517.0,1406.1,7.079699121027722,7.773588573360378,5.5,7.0
CHANDRAPUR,2007,Kharif,Sesamum,5.0,2.0,1406.1,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2007,Kharif,Soyabean,1621.0,2244.0,1406.1,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2007,Kharif,Urad,4.0,1.0,1406.1,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2007,Rabi,Gram,333.0,202.0,148.3,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2007,Rabi,Jowar,123.0,63.0,148.3,7.079699121027722,7.773588573360378,6.0,7.5
CHANDRAPUR,2007,Rabi,Linseed,288.0,89.0,148.3,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2007,Rabi,Rapeseed &Mustard,7.0,4.0,148.3,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2007,Rabi,Sesamum,1.0,1.0,148.3,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2007,Rabi,Sunflower,12.0,9.0,148.3,7.079699121027722,7.773588573360378,6.0,7.5
CHANDRAPUR,2007,Summer,Groundnut,2.0,3.0,42.7,7.079699121027722,7.773588573360378,5.5,7.0
CHANDRAPUR,2008,Kharif,Arhar/Tur,27900.0,16900.0,999.4999999999999,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2008,Kharif,Castor seed,100.0,30.0,999.4999999999999,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2008,Kharif,Cotton,48800.0,81400.0,999.4999999999999,7.079699121027722,7.773588573360378,5.8,8.0
CHANDRAPUR,2008,Kharif,Jowar,1800.0,1900.0,999.4999999999999,7.079699121027722,7.773588573360378,6.0,7.5
CHANDRAPUR,2008,Kharif,Moong(Green Gram),800.0,300.0,999.4999999999999,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2008,Kharif,Rice,157700.0,133700.0,999.4999999999999,7.079699121027722,7.773588573360378,5.5,7.0
CHANDRAPUR,2008,Kharif,Sesamum,500.0,200.0,999.4999999999999,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2008,Kharif,Soyabean,181900.0,119700.0,999.4999999999999,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2008,Kharif,Urad,400.0,200.0,999.4999999999999,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2008,Rabi,Gram,30500.0,15000.0,9.1,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2008,Rabi,Jowar,4300.0,1600.0,9.1,7.079699121027722,7.773588573360378,6.0,7.5
CHANDRAPUR,2008,Rabi,Linseed,13200.0,3000.0,9.1,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2008,Rabi,Rapeseed &Mustard,500.0,200.0,9.1,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2008,Rabi,Sunflower,200.0,100.0,9.1,7.079699121027722,7.773588573360378,6.0,7.5
CHANDRAPUR,2008,Rabi,Wheat,30000.0,27500.0,9.1,7.079699121027722,7.773588573360378,5.5,6.5
CHANDRAPUR,2009,Kharif,Arhar/Tur,31400.0,36600.0,700.6,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2009,Kharif,Cotton,54200.0,77500.0,700.6,7.079699121027722,7.773588573360378,5.8,8.0
CHANDRAPUR,2009,Kharif,Jowar,900.0,600.0,700.6,7.079699121027722,7.773588573360378,6.0,7.5
CHANDRAPUR,2009,Kharif,Maize,100.0,200.0,700.6,7.079699121027722,7.773588573360378,5.8,6.8
CHANDRAPUR,2009,Kharif,Moong(Green Gram),300.0,200.0,700.6,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2009,Kharif,Rice,112600.0,69700.0,700.6,7.079699121027722,7.773588573360378,5.5,7.0
CHANDRAPUR,2009,Kharif,Sesamum,300.0,100.0,700.6,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2009,Kharif,Soyabean,179800.0,62100.0,700.6,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2009,Kharif,Urad,200.0,100.0,700.6,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2009,Rabi,Gram,30300.0,13600.0,123.6,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2009,Rabi,Jowar,5100.0,2100.0,123.6,7.079699121027722,7.773588573360378,6.0,7.5
CHANDRAPUR,2009,Rabi,Linseed,10500.0,3100.0,123.6,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2009,Rabi,Rapeseed &Mustard,300.0,200.0,123.6,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2009,Rabi,Sesamum,200.0,23.0,123.6,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2009,Rabi,Wheat,25700.0,16700.0,123.6,7.079699121027722,7.773588573360378,5.5,6.5
CHANDRAPUR,2010,Kharif,Arhar/Tur,39600.0,34100.0,1568.2000000000003,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2010,Kharif,Castor seed,100.0,100.0,1568.2000000000003,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2010,Kharif,Cotton,93300.0,126300.0,1568.2000000000003,7.079699121027722,7.773588573360378,5.8,8.0
CHANDRAPUR,2010,Kharif,Jowar,2100.0,1300.0,1568.2000000000003,7.079699121027722,7.773588573360378,6.0,7.5
CHANDRAPUR,2010,Kharif,Moong(Green Gram),400.0,100.0,1568.2000000000003,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2010,Kharif,Rice,114300.0,160100.0,1568.2000000000003,7.079699121027722,7.773588573360378,5.5,7.0
CHANDRAPUR,2010,Kharif,Sesamum,400.0,200.0,1568.2000000000003,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2010,Kharif,Soyabean,148300.0,148600.0,1568.2000000000003,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2010,Kharif,Urad,300.0,200.0,1568.2000000000003,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2010,Rabi,Gram,37400.0,22400.0,110.30000000000001,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2010,Rabi,Jowar,6100.0,3000.0,110.30000000000001,7.079699121027722,7.773588573360378,6.0,7.5
CHANDRAPUR,2010,Rabi,Linseed,10600.0,3200.0,110.30000000000001,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2010,Rabi,Rapeseed &Mustard,300.0,200.0,110.30000000000001,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2010,Rabi,Sesamum,200.0,60.0,110.30000000000001,7.079699121027722,7.773588573360378,,
CHANDRAPUR,2010,Rabi,Wheat,34300.0,36800.0,110.30000000000001,7.079699121027722,7.773588573360378,5.5,6.5
DHULE,2004,Kharif,Arhar/Tur,9000.0,3700.0,769.2,7.5,8.3,,
DHULE,2004,Kharif,Bajra,138000.0,142700.0,769.2,7.5,8.3,6.0,7.0
DHULE,2004,Kharif,Groundnut,29500.0,25000.0,769.2,7.5,8.3,5.5,7.0
DHULE,2004,Kharif,Jowar,29600.0,43800.0,769.2,7.5,8.3,6.0,7.5
DHULE,2004,Kharif,Maize,8900.0,21100.0,769.2,7.5,8.3,5.8,6.8
DHULE,2004,Kharif,Moong(Green Gram),22700.0,11500.0,769.2,7.5,8.3,,
DHULE,2004,Kharif,Other Cereals & Millets,1500.0,800.0,769.2,7.5,8.3,,
DHULE,2004,Kharif,Other Kharif pulses,12200.0,4900.0,769.2,7.5,8.3,,
DHULE,2004,Kharif,other oilseeds,200.0,100.0,769.2,7.5,8.3,,
DHULE,2004,Kharif,Ragi,5900.0,6900.0,769.2,7.5,8.3,,
DHULE,2004,Kharif,Rice,5100.0,5400.0,769.2,7.5,8.3,5.5,7.0
DHULE,2004,Kharif,Sesamum,10400.0,3200.0,769.2,7.5,8.3,,
DHULE,2004,Kharif,Sunflower,200.0,100.0,769.2,7.5,8.3,6.0,7.5
DHULE,2004,Kharif,Urad,8500.0,3800.0,769.2,7.5,8.3,,
DHULE,2004,Rabi,Gram,15700.0,12300.0,72.0,7.5,8.3,,
DHULE,2004,Rabi,Jowar,8600.0,12500.0,72.0,7.5,8.3,6.0,7.5
DHULE,2004,Rabi,Maize,700.0,2200.0,72.0,7.5,8.3,5.8,6.8
DHULE,2004,Rabi,Other  Rabi pulses,1000.0,700.0,72.0,7.5,8.3,,
DHULE,2004,Rabi,Other Cereals & Millets,200.0,100.0,72.0,7.5,8.3,,
DHULE,2004,Rabi,Rapeseed &Mustard,100.0,100.0,72.0,7.5,8.3,,
DHULE,2004,Rabi,Sesamum,100.0,0.0,72.0,7.5,8.3,,
DHULE,2004,Rabi,Soyabean,1700.0,2900.0,72.0,7.5,8.3,,
DHULE,2004,Rabi,Wheat,22000.0,38800.0,72.0,7.5,8.3,5.5,6.5
DHULE,2004,Summer,Groundnut,8000.0,11000.0,24.3,7.5,8.3,5.5,7.0
DHULE,2004,Summer,Maize,100.0,100.0,24.3,7.5,8.3,5.8,6.8
